ADDRESS,LATITUDE,LONGITUDE,POSTAL_CODE
119B rivervale drive,1.38436210947006,103.902965031077,542119
587 ang mo kio avenue 3,1.37018880409798,103.852429487897,560587
61C strathmore avenue,1.29423642591379,103.812035249623,144061
414 woodlands street 41,1.42790632290388,103.773387862138,730414
309 clementi avenue 4,1.32091981411778,103.766377598785,120309
894A tampines street 81,1.34801389150921,103.931916653887,521894
127D kim tian road,1.28111980555052,103.829943174928,164127
606D tampines street 61,1.36185122194834,103.937073184127,524606
172A edgedale plains,1.39533467975268,103.911433937342,821172
286A compassvale crescent,1.39735577803331,103.896193260958,541286
102B punggol field,1.39908525778671,103.905471407838,822102
605 woodlands drive 42,1.43718559497069,103.797090396025,730605
296A bukit batok street 22,1.34409358218354,103.746409176377,651296
758 choa chu kang north 5,1.39317151524526,103.746133684219,680758
2 lorong lew lian,1.35060795612848,103.875680063863,531002
627 senja road,1.38553502172905,103.759378313644,670627
211D compassvale lane,1.38552172050188,103.899866305926,544211
157 jalan teck whye,1.37918786548209,103.756782882659,680157
358 clementi avenue 2,1.31358574940402,103.769084332627,120358
133 pasir ris street 11,1.36572659703752,103.956188045596,510133
309A anchorvale road,1.39170406550677,103.886137355811,541309
336D anchorvale crescent,1.39776902487201,103.888235889907,544336
523A tampines central 7,1.35937098724463,103.938378633561,521523
149 woodlands street 13,1.4357638173206,103.772798008229,730149
244 hougang street 22,1.35807253232842,103.891946844004,530244
432A yishun avenue 1,1.41930728950471,103.847043629046,761432
476D choa chu kang avenue 5,1.37727907968964,103.738418034791,684476
356 woodlands avenue 5,1.43327563349308,103.784971863914,730356
160 yishun street 11,1.43242172081036,103.833430136379,760160
293 bishan street 22,1.35628009744133,103.845894054401,570293
179 bishan street 13,1.34860831209993,103.851843334947,570179
166A punggol central,1.39444866898152,103.915522366152,821166
103 jalan rajah,1.32734143333539,103.852780650365,321103
789 woodlands avenue 6,1.44337046612204,103.802406420773,730789
547 pasir ris street 51,1.3689614816091,103.953357370821,510547
833 yishun street 81,1.41454836310986,103.834104401466,760833
674A jurong west street 65,1.34446133704193,103.702315277328,641674
220 lorong 8 toa payoh,1.34261673404284,103.856454868244,310220
128 lorong 1 toa payoh,1.33781295353996,103.844331928876,310128
311 ubi avenue 1,1.32994110077368,103.903301445157,400311
635A senja road,1.38656225824527,103.757208072494,671635
289A punggol place,1.40157247042169,103.902619076474,821289
3 lorong 7 toa payoh,1.33919545395688,103.854450883864,310003
696 hougang street 61,1.37596449465842,103.887423583259,530696
486 pasir ris drive 4,1.37433415246216,103.960352191633,510486
334 serangoon avenue 3,1.35024124933334,103.870832447555,550334
105 bedok north avenue 4,1.33368859457924,103.936473903592,460105
785D woodlands rise,1.44558289750663,103.80559248917,734785
55 telok blangah drive,1.27396036035569,103.812149525435,100055
279C sengkang east avenue,1.38572932197005,103.892595434586,543279
1E cantonment road,1.27662168427368,103.841156142262,085501
42 chai chee street,1.32797877350561,103.925804792632,461042
501B wellington circle,1.45218571290718,103.821369887884,752501
316B punggol way,1.40894665776408,103.89792554782,822316
335C anchorvale crescent,1.39844903339851,103.888155361419,543335
704 choa chu kang street 53,1.39045874428793,103.745719464356,680704
211 pasir ris street 21,1.36719431144441,103.96115264966,510211
311A clementi avenue 4,1.31911656776897,103.765492195959,121311
45 circuit road,1.32638789366841,103.886077337454,370045
807B chai chee road,1.32750585189984,103.923264046182,462807
426 woodlands street 41,1.42711341742034,103.773283188353,730426
9 boon keng road,1.31605118149851,103.861218698544,330009
363 woodlands avenue 5,1.4339283205204,103.785927938556,730363
117 ang mo kio avenue 4,1.3737170825368,103.835610469339,560117
226B compassvale walk,1.38771174427547,103.899302425122,542226
312 yishun ring road,1.43158235383889,103.8412806,760312
562 hougang street 51,1.38093220261348,103.889121423349,530562
32 chai chee avenue,1.32371728387748,103.92500108451,461032
471B fernvale street,1.39649875629749,103.880447337309,792471
181 edgefield plains,1.39914430474084,103.908983275657,820181
533 ang mo kio avenue 5,1.37416923724326,103.853001920124,560533
207A compassvale lane,1.38530709577874,103.897870151664,542207
442D fajar road,1.38092147169303,103.770840739111,674442
893D woodlands drive 50,1.43631845206637,103.789947950224,733893
208 petir road,1.3739808401432,103.775028040256,670208
178 ang mo kio avenue 4,1.37619319942083,103.837038191014,560178
156 rivervale crescent,1.39110869598936,103.907428124115,540156
545 serangoon north avenue 3,1.37502513517102,103.87107476216,550545
4B boon tiong road,1.28658878251864,103.831950295943,165004
796 yishun ring road,1.41970956748498,103.833448229097,760796
489B choa chu kang avenue 5,1.37573636567496,103.73958458863,682489
505B yishun street 51,1.41924161070524,103.844941652639,762505
568 pasir ris street 51,1.36874938280848,103.948912804889,510568
35 marsiling drive,1.44498346336295,103.771720496252,730035
605 senja road,1.38080486799859,103.761856783214,670605
316 hougang avenue 7,1.36497584742043,103.896809883055,530316
686A choa chu kang crescent,1.40438956727531,103.74785640306,681686
57 teban gardens road,1.32254226544254,103.737560699176,600057
273D compassvale link,1.38414098951186,103.894443272414,544273
999B buangkok crescent,1.38453689339832,103.880588848601,532999
530 serangoon north avenue 4,1.37339499084047,103.872462890152,550530
469 pasir ris drive 6,1.37349977144258,103.957588753401,510469
475A upper serangoon crescent,1.37629840280721,103.900220786851,531475
117 potong pasir avenue 1,1.33600825252357,103.863020849819,350117
14A lorong 7 toa payoh,1.3362682080095,103.858315233952,311014
808 tampines avenue 4,1.34649483830586,103.936047649782,520808
150 yishun street 11,1.43096941749525,103.833648678573,760150
26B jalan membina,1.28309207069724,103.825592376594,165026
545 woodlands drive 16,1.42925949095982,103.793591722892,730545
72 geylang bahru,1.32158321590245,103.871419569078,330072
30 margaret drive,1.29872624365856,103.803961832869,141030
293D bukit batok street 21,1.34502077023724,103.755285866092,654293
156 jalan teck whye,1.37883825439681,103.756635416804,680156
691 jurong west central 1,1.34177067676423,103.706312762997,640691
145 lorong 2 toa payoh,1.33521035428159,103.846162940767,310145
303C punggol central,1.4040520620826,103.905300204384,823303
55 havelock road,1.29006686277944,103.829245853053,161055
588D ang mo kio street 52,1.37175400663025,103.8538833,564588
121 potong pasir avenue 1,1.33576029177039,103.865596996588,350121
366 yishun ring road,1.428839245,103.845809916163,760366
313 ubi avenue 1,1.32906022188765,103.903899355526,400313
262 toa payoh east,1.33320440397645,103.855618262704,310262
161 mei ling street,1.29154391563021,103.803508038366,140161
168C simei lane,1.34247709890668,103.958539053563,523168
847 tampines street 83,1.35251107659385,103.935059005284,520847
977 jurong west street 93,1.33969365989339,103.693915380547,640977
613 jurong west street 62,1.33978250520383,103.700667734162,640613
250 jurong east street 24,1.34265327777661,103.739976995418,600250
416 tampines street 41,1.35915490215513,103.947401738253,520416
308A punggol walk,1.40776143065745,103.900998963843,821308
273B compassvale link,1.3845437429841,103.895001773759,542273
557 ang mo kio avenue 10,1.3716257020332,103.857736107527,560557
232C sumang lane,1.40203576124081,103.890116621791,823232
265D punggol way,1.40482604982361,103.89830171747,824265
430 tampines street 41,1.35955258080538,103.950148194163,520430
301D punggol place,1.4044481482323,103.905429569646,824301
506 jelapang road,1.3870334545891,103.768120654409,670506
103C edgefield plains,1.39726660845387,103.90453836308,823103
82 whampoa drive,1.32387379240679,103.856482753763,320082
545 bedok north street 3,1.3300514240201,103.924118031423,460545
657 woodlands ring road,1.43669060313023,103.798557890119,730657
103 bedok reservoir road,1.32877022232019,103.909381354431,470103
209C punggol place,1.39930949012592,103.900792344556,823209
115 bishan street 12,1.34791838898824,103.84875012549,570115
288C bukit batok street 25,1.34610032788017,103.759754669015,652288
189 bishan street 13,1.35022254582522,103.851833543469,570189
291B compassvale street,1.39582487078481,103.898497580022,542291
184 yung sheng road,1.33332140109047,103.722288614113,610184
85 circuit road,1.32265241052434,103.885755259463,370085
385 bukit batok west avenue 5,1.36348353323119,103.752171420758,650385
87 redhill close,1.28603089023714,103.819023673783,150087
458 yishun avenue 11,1.42066731724757,103.846207771514,760458
452 yishun ring road,1.42208264283536,103.84541571786,760452
171 lorong 1 toa payoh,1.33068534910935,103.842659017362,310171
88 dawson road,1.29579395038247,103.809264765809,142088
185D rivervale crescent,1.39386699836591,103.906351242369,544185
208 boon lay place,1.34700367367083,103.714216413585,640208
93 paya lebar way,1.32273476922747,103.888103196257,370093
531 jelapang road,1.38555067626764,103.764236401698,670531
282A sengkang east avenue,1.38528977819863,103.891907359174,541282
85 whampoa drive,1.32278920327274,103.856444472629,320085
301B punggol central,1.4042654183752,103.905894745009,822301
406 sin ming avenue,1.36294455374689,103.834093500169,570406
70A telok blangah heights,1.27637530976147,103.81137191061,101070
250 kim keat link,1.33199426583747,103.856650727575,310250
224A sumang lane,1.40195144648238,103.892808462281,821224
125 bedok north road,1.32884321524242,103.939123687022,460125
816B keat hong link,1.37604113515339,103.748460043787,682816
342B yishun ring road,1.43024596089696,103.844838329615,762342
454 choa chu kang avenue 4,1.37893713397214,103.73503881658,680454
347 tampines street 33,1.35188042673512,103.96311373702,520347
666B punggol drive,1.40179672508929,103.915278092564,822666
713 clementi west street 2,1.3041278418713,103.762206285308,120713
508C wellington circle,1.45288239563765,103.821431874269,753508
121 pending road,1.37720047788648,103.769852814329,670121
817B keat hong link,1.37708774602652,103.748768050663,682817
430 ang mo kio avenue 3,1.36899287777802,103.85276134968,560430
221 serangoon avenue 4,1.3591460613704,103.871810901097,550221
92B telok blangah street 31,1.27587916988466,103.80732980539,102092
871C tampines street 86,1.35670900289357,103.931385349285,523871
704 woodlands drive 40,1.44058061315975,103.796236000002,730704
602 woodlands drive 42,1.43821741607197,103.796391500509,730602
444 jurong west avenue 1,1.35195380808937,103.719396655601,640444
322C anchorvale drive,1.39189398402945,103.892092264081,543322
430C fernvale link,1.39458976282864,103.878281439779,793430
769 woodlands drive 60,1.44729070675124,103.798950715823,730769
932 tampines street 91,1.3456002103285,103.939441311085,520932
508B yishun avenue 4,1.41429103817707,103.839839936719,762508
529 hougang avenue 6,1.37546896487502,103.890729546346,530529
426 bedok north road,1.32980063275837,103.928985674792,460426
325B sumang walk,1.41312136591979,103.897927310379,822325
346 clementi avenue 5,1.31701655142406,103.770055178868,120346
939 tampines avenue 5,1.34829190196764,103.941192062444,520939
481 jurong west street 41,1.34684614465939,103.725229988301,640481
418C fernvale link,1.39095014768306,103.881014689387,793418
54 geylang bahru,1.32388371941336,103.867864793507,330054
371 jurong east street 32,1.3483083591294,103.731919903016,600371
327C anchorvale road,1.39609319862488,103.888720918656,543327
653C jurong west street 61,1.33542562710519,103.696934679068,643653
418 tampines street 41,1.3582722131871,103.947308949059,520418
87 dawson road,1.2957304268451,103.809759937443,141087
52 strathmore avenue,1.29331314480289,103.808253434532,141052
418 clementi avenue 1,1.31017571904177,103.77000324485,120418
303 jurong east street 32,1.34485611194653,103.735622181477,600303
161 lorong 1 toa payoh,1.33050932305378,103.845003635197,310161
139A lorong 1a toa payoh,1.33627775831234,103.844044881122,311139
260 bukit batok east avenue 4,1.35091259231107,103.759021061327,650260
109 jalan bukit merah,1.27942671435022,103.826086916123,160109
860 jurong west street 81,1.34884898470825,103.696772486889,640860
414B fernvale link,1.39001961783905,103.879574314696,792414
992A buangkok link,1.38345063152545,103.881982721855,531992
506A yishun avenue 4,1.41593131808966,103.840014884657,761506
702 tampines street 71,1.3561725371375,103.937479923002,520702
887B woodlands drive 50,1.43720254481335,103.794350937623,732887
522 bedok north avenue 1,1.33066302927677,103.92698039611,460522
227 simei street 4,1.34202091226152,103.956240053971,520227
122A edgedale plains,1.39350981217359,103.909106562659,821122
407B fernvale road,1.38899739157777,103.875147967354,792407
394 bukit batok west avenue 5,1.36642311199961,103.752688625262,650394
55 geylang bahru,1.32408464111823,103.86859054805,330055
911 jurong west street 91,1.34181837063727,103.686836939175,640911
125 hougang avenue 1,1.35240984227777,103.886491570367,530125
484 jurong west avenue 1,1.34820888556575,103.726357754906,640484
590A ang mo kio street 51,1.37122178516983,103.853853154442,561590
604A punggol road,1.40430971677833,103.907412637205,821604
688D woodlands drive 75,1.44341960518743,103.807696359787,734688
708 clementi west street 2,1.30571872306759,103.762167768843,120708
487B choa chu kang avenue 5,1.37635512444695,103.738360161731,682487
58 dakota crescent,1.30730729862781,103.889390130934,390058
246 bishan street 22,1.36067416170778,103.843353629778,570246
739 yishun avenue 5,1.42974523614957,103.83213983452,760739
197A punggol field,1.39977425428162,103.906849841015,821197
105 bedok reservoir road,1.32914437941094,103.909112780576,470105
511 serangoon north avenue 4,1.3711995231746,103.87563237216,550511
97 whampoa drive,1.32128020862279,103.854938084831,320097
179 ang mo kio avenue 5,1.37690418077298,103.836218103538,560179
725 bedok reservoir road,1.33764586553964,103.928990816937,470725
75B redhill road,1.28848093779845,103.815878776808,152075
165 hougang avenue 1,1.3502542591897,103.887795306397,530165
854 tampines street 82,1.35302683671628,103.936584448142,520854
965 hougang avenue 9,1.37863450467064,103.877615544915,530965
113 bishan street 12,1.34723185095729,103.848808988875,570113
360 bukit batok street 31,1.36106704830424,103.750625432011,650360
308C punggol walk,1.40800694944027,103.899074357998,823308
435 ang mo kio avenue 10,1.36766116325929,103.854307499675,560435
428 hougang avenue 6,1.37499448674029,103.893254845203,530428
367 tampines street 34,1.35861946074158,103.960788620104,520367
119B canberra crescent,1.44637013931729,103.831574876885,752119
8B upper boon keng road,1.31234447247543,103.869898299245,382008
451 yishun ring road,1.42205375166534,103.844675188975,760451
850 woodlands street 82,1.44094981618482,103.792083755214,730850
134 bishan street 12,1.34541104764477,103.852079804354,570134
149 petir road,1.37674574870271,103.766707623856,670149
310 woodlands street 31,1.43010378077548,103.775977116694,730310
77 marine drive,1.3020158078523,103.908586206495,440077
147 bedok reservoir road,1.33488194247883,103.911778859623,470147
780D woodlands crescent,1.44811995933796,103.801945845172,734780
657A jurong west street 65,1.33541318020516,103.700289313311,641657
620 bedok reservoir road,1.33433432226397,103.917712559288,470620
110 tampines street 11,1.34694662248116,103.949306963291,521110
551 ang mo kio avenue 10,1.37392862005901,103.858665713793,560551
346 bukit batok street 34,1.362471404,103.750561080651,650346
492G tampines street 45,1.36424140790743,103.95508531832,527492
762 choa chu kang north 5,1.39239491035955,103.748636494203,680762
863 yishun avenue 4,1.41693951602054,103.838619903084,760863
102 potong pasir avenue 1,1.3336901273759,103.868810587506,350102
118 bedok north street 2,1.33043385999052,103.937481669683,460118
7 upper aljunied lane,1.33471455041652,103.878708329058,360007
63A lengkok bahru,1.28965100014149,103.815399530717,151063
64 teban gardens road,1.32137890995417,103.739779356356,600064
282B sengkang east avenue,1.38475821943149,103.891986745715,542282
63B lengkok bahru,1.28907506834277,103.815318433481,152063
808C chai chee road,1.32789302968468,103.923874941007,463808
35 marine crescent,1.30337040429401,103.912521922537,440035
181A boon lay drive,1.34849083792572,103.708097262621,641181
73 marine drive,1.30380541604563,103.908362369014,440073
290B bukit batok street 24,1.34355360034935,103.75662883009,653290
278A compassvale bow,1.38188082172346,103.890295472102,541278
437 tampines street 43,1.35996624539325,103.951587758584,520437
201 serangoon central,1.35097779933054,103.873595480638,550201
268 tampines street 21,1.35139028806382,103.947897535222,520268
459 yishun avenue 11,1.42103574926841,103.846333547036,760459
662A edgedale plains,1.4020044862654,103.918326393281,821662
104A depot road,1.28045561330579,103.812317740785,101104
672A yishun avenue 4,1.41875267193096,103.84138862703,761672
706 tampines street 71,1.35750385698395,103.937559746526,520706
410 pandan gardens,1.31900921124333,103.747433142313,600410
449 sin ming avenue,1.35808106284654,103.83079059602,570449
131 bedok north avenue 3,1.3269699402053,103.93585007622,460131
195A punggol road,1.40138691564121,103.90608123416,821195
419 woodlands street 41,1.42851420473475,103.774572425077,730419
138D yuan ching road,1.32846031138004,103.723287795397,614138
404A fernvale lane,1.38834821726981,103.873814853605,791404
342A yishun ring road,1.43059711114855,103.84446482342,761342
930 hougang street 91,1.37548347566834,103.881278238761,530930
331 bukit batok street 33,1.36361186600798,103.747645306633,650331
450 ang mo kio avenue 10,1.36848406233048,103.855468149019,560450
311D anchorvale lane,1.39185683967752,103.884702425227,544311
271B sengkang central,1.38545544642334,103.894490395737,542271
410 bukit batok west avenue 4,1.36445863795592,103.744991611928,650410
988B jurong west street 93,1.33619079679783,103.695792447165,642988
612 clementi west street 1,1.303442199,103.768633365525,120612
535 bukit batok street 52,1.35497075658138,103.750399544877,650535
424 serangoon central,1.34814738936672,103.875590835007,550424
52 new upper changi road,1.32390387200176,103.942511366491,461052
417 jurong west street 42,1.35130933561361,103.727345002671,640417
565 choa chu kang street 52,1.39490602898208,103.745309711791,680565
487C tampines street 45,1.36075820406707,103.957884242384,522487
853 yishun ring road,1.41645129453248,103.836741138472,760853
659D jurong west street 65,1.33640971323273,103.70247892707,644659
660D jurong west street 64,1.33638400961294,103.703382722652,644660
353 yishun ring road,1.4261372783241,103.84521649048,760353
365B sembawang crescent,1.44396286350094,103.817361902182,752365
30 new upper changi road,1.32352678248226,103.936423896498,461030
574B woodlands drive 16,1.42968120982977,103.79721983981,732574
266 yishun street 22,1.43700349013967,103.838824725916,760266
642 yishun street 61,1.42097005451488,103.837446801202,760642
820 jurong west street 81,1.34633229610859,103.695188410921,640820
427 serangoon central,1.34778813419006,103.875198480006,550427
674A choa chu kang crescent,1.40163882695973,103.746535330738,681674
296B bukit batok street 22,1.34369381417078,103.747356802144,652296
130 bedok reservoir road,1.33343622625478,103.912338037315,470130
713 tampines street 71,1.35924098095519,103.937646641338,520713
238 bukit batok east avenue 5,1.34983226535734,103.7547382,650238
418B fernvale link,1.39101485658152,103.880193298835,792418
980B buangkok crescent,1.37972529696275,103.881133269191,532980
80A telok blangah street 31,1.27368173970143,103.806579408022,101080
259C punggol field,1.40453408581455,103.895665532043,823259
90 tanglin halt road,1.30051700920519,103.79897627676,141090
250D compassvale street,1.39325011290637,103.899822683868,544250
438A bukit batok west avenue 8,1.3574856237206,103.740845096872,651438
546 bedok north street 3,1.33082005919243,103.925595840288,460546
153A lorong 1 toa payoh,1.3337138280505,103.845233136341,311153
641 jurong west street 61,1.34066811398303,103.696356784294,640641
102A canberra street,1.45119390519494,103.832227554636,751102
82B lorong 4 toa payoh,1.33562239265484,103.848851474907,312082
55 marine terrace,1.30542368483748,103.914004754803,440055
234 bukit panjang ring road,1.37853337682238,103.771789071508,670234
694D woodlands drive 62,1.43860258381124,103.805091219141,734694
170 yishun avenue 7,1.43709558093348,103.832777533108,760170
182 jelebu road,1.37984403992366,103.763409218035,670182
724 bedok reservoir road,1.33714403979137,103.928433830286,470724
409 hougang avenue 10,1.37369229134185,103.895116210204,530409
264 toa payoh east,1.332464536,103.855237512058,310264
815B choa chu kang avenue 7,1.37684626113984,103.747376759116,682815
470A upper serangoon crescent,1.37905480016802,103.901927831856,531470
423 bedok north avenue 1,1.32797614118511,103.927565110763,460423
370 woodlands avenue 1,1.43254270511027,103.787387733968,730370
610C tampines north drive 1,1.36441776002022,103.935558340158,523610
520 bedok north avenue 1,1.33046461779259,103.92813426172,460520
835 yishun street 81,1.41511032968933,103.83341538078,760835
162A punggol central,1.39636616023321,103.914250161058,821162
614 senja road,1.38454850292013,103.760865902822,670614
305 jurong east street 32,1.34543656763546,103.735240571701,600305
275 tampines street 22,1.34781303677538,103.950409276356,520275
208A punggol place,1.40146324574732,103.900761051711,821208
451B sengkang west way,1.39429893366267,103.874547411666,792451
335C yishun street 31,1.43248777014111,103.844367368405,763335
522 hougang avenue 6,1.37342466470781,103.891856909799,530522
787C woodlands crescent,1.4448677578465,103.801173705124,733787
290C compassvale crescent,1.39701802009921,103.897534779007,543290
347A yishun avenue 11,1.42793924371366,103.842676976311,761347
518 jurong west street 52,1.34508681384068,103.717978485296,640518
602 bedok reservoir road,1.32934898685946,103.911583237057,470602
961 hougang avenue 9,1.37775216619067,103.87866526567,530961
438B bukit batok west avenue 8,1.35788978585234,103.740481164284,652438
709 tampines street 71,1.35798965118265,103.937435186474,520709
255 ang mo kio avenue 4,1.37065487078854,103.834630215787,560255
441B bukit batok west avenue 8,1.35600327228239,103.738549101393,652441
27 ghim moh link,1.30837126346035,103.785133508433,270027
65 circuit road,1.32740031002016,103.887203611284,370065
152 ang mo kio avenue 5,1.3766876256746,103.840159506601,560152
687 hougang street 61,1.3762254502561,103.885072860925,530687
23 telok blangah crescent,1.27608072351135,103.820839521286,090023
700B ang mo kio avenue 6,1.36941049804616,103.846059822142,562700
802 yishun ring road,1.41853885481022,103.831763323404,760802
517C jurong west street 52,1.34493630769122,103.720024635155,643517
301B anchorvale drive,1.38930683858364,103.891098273363,542301
334C yishun street 31,1.43266234024076,103.846321811361,763334
218 pasir ris street 21,1.36942598554209,103.961388925543,510218
296 punggol central,1.40158819081014,103.905265199203,820296
816A keat hong link,1.37603151881569,103.748824632963,681816
663D jurong west street 65,1.33884440739716,103.702339448465,644663
157 woodlands street 13,1.43437664621496,103.774783081105,730157
449 yishun ring road,1.42260229629233,103.844247701105,760449
14 saint george's road,1.32372959519736,103.862088437214,320014
13 upper boon keng road,1.3144810967637,103.87045800931,380013
233 jurong east street 21,1.34037462134713,103.740936554727,600233
258 bukit batok east avenue 4,1.35127411954665,103.758871467713,650258
145 tampines street 12,1.34880182138885,103.943691020379,521145
201B compassvale drive,1.38831311571148,103.893923639861,542201
838 jurong west street 81,1.34384901486992,103.693508093563,640838
113 jurong east street 13,1.33879791361243,103.734807724832,600113
125 lorong 1 toa payoh,1.33833133395207,103.845737117132,310125
446 choa chu kang avenue 4,1.3807129959352,103.73689142472,680446
786D woodlands drive 60,1.44641912494034,103.801027490309,734786
209 boon lay place,1.34625797211644,103.715154716629,640209
40 circuit road,1.32767695905654,103.886264654446,370040
24 sin ming road,1.35518696986305,103.836337992513,570024
505 west coast drive,1.31228054125456,103.759981529056,120505
527D pasir ris street 51,1.36968625501963,103.947922425135,514527
322D sumang walk,1.41003628713147,103.896380211581,824322
485A choa chu kang avenue 5,1.37461810751349,103.738364995209,681485
151 bishan street 11,1.34507321944682,103.855542321231,570151
331 tampines street 32,1.35335621064813,103.959788744545,520331
3 toh yi drive,1.33877430429858,103.775254200454,590003
155 simei road,1.34469945127151,103.958210105786,520155
683C jurong west street 64,1.34333442575136,103.704701215266,643683
128 geylang east avenue 1,1.31830919498771,103.887754005604,380128
645 jurong west street 61,1.33903532010243,103.696461338372,640645
4 marine terrace,1.30509642100259,103.917733747552,440004
178 bishan street 13,1.34812743111822,103.852330274842,570178
102 bukit purmei road,1.27190842334423,103.826671653892,090102
203 choa chu kang avenue 1,1.38133728174881,103.749449671373,680203
57 telok blangah heights,1.27463331496043,103.812586604999,100057
517 jelapang road,1.38803622153251,103.766707751932,670517
327 tampines street 32,1.35244718454516,103.958287602194,520327
103B edgefield plains,1.39773127538403,103.90468537415,822103
265E compassvale bow,1.381909152,103.896656322872,548265
2 teck whye avenue,1.38194642527068,103.751888178683,680002
608 choa chu kang street 62,1.39846759912749,103.744645761889,680608
484 tampines street 43,1.36189785863171,103.952639447182,520484
275 toh guan road,1.34106185650379,103.747964433747,600275
585 ang mo kio avenue 3,1.37059756050933,103.852367040901,560585
61 circuit road,1.32573742833728,103.887054329523,370061
443B bukit batok west avenue 8,1.35612327530865,103.737831166898,652443
113 pending road,1.37838181779224,103.769359493878,670113
154 rivervale crescent,1.3910358918062,103.906909105887,540154
443C fernvale road,1.39121766005235,103.873553181742,793443
